DEBUG - 2015-02-12 11:16:32.026; [qtp524450165-15] org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:281); filled 337/337
INFO  - 2015-02-12 11:16:32.166; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/poi-3.9.jar' to classloader
INFO  - 2015-02-12 11:16:32.167; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/poi-ooxml-3.9.jar' to classloader
INFO  - 2015-02-12 11:16:32.167; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/poi-ooxml-schemas-3.9.jar' to classloader
INFO  - 2015-02-12 11:16:32.168; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/poi-scratchpad-3.9.jar' to classloader
INFO  - 2015-02-12 11:16:32.168; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/rome-0.9.jar' to classloader
INFO  - 2015-02-12 11:16:32.168; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/tagsoup-1.2.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.170; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/tika-core-1.4.jar' to classloader
INFO  - 2015-02-12 11:16:32.170; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/tika-parsers-1.4.jar' to classloader
INFO  - 2015-02-12 11:16:32.171; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/tika-xmp-1.4.jar' to classloader
INFO  - 2015-02-12 11:16:32.171; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/vorbis-java-core-0.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.171; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/vorbis-java-tika-0.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.172; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/xercesImpl-2.9.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.172; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/xmlbeans-2.3.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.174; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/xmpcore-5.1.2.jar' to classloader
